amountOfVerbs,amountOfPronouns,amountOfNouns,amountOfAdjectives,amountOfAdverbs,restOfWords,totalAmount,id
3,0,6,2,1,5,17,4752
5,2,4,2,5,5,23,4753
0,1,2,0,0,1,4,4754
6,1,5,1,2,6,21,4755
9,3,3,0,1,5,21,4757
0,0,9,0,0,1,10,4758
2,0,11,0,0,2,15,4759
2,2,5,2,3,6,20,4760
3,0,5,1,0,2,11,4762
2,0,9,2,0,2,15,4765
3,0,8,0,2,2,15,4766
3,0,8,2,0,7,20,4768
2,0,10,0,0,6,18,4769
1,1,2,0,0,1,5,4770
2,0,6,1,0,4,13,4771
3,0,11,2,0,1,17,4773
4,0,6,0,0,3,13,4774
2,0,10,2,0,1,15,4775
2,0,10,1,0,4,17,4777
3,0,13,2,0,2,20,4778
2,0,4,2,0,5,13,4779
7,1,7,1,1,8,25,4782
3,0,5,1,1,6,16,4783
3,1,12,0,0,4,20,4784
3,0,9,0,0,6,18,4785
0,0,14,0,0,1,15,4786
2,0,9,2,0,1,14,4787
1,0,7,1,0,3,12,4788
1,1,5,2,0,4,13,4789
3,0,9,3,0,1,16,4790
1,0,5,1,1,2,10,4791
1,0,6,0,0,3,10,4793
8,2,4,3,1,5,23,4794
1,0,7,0,0,2,10,4795
0,0,3,0,0,0,3,4797
2,2,10,0,0,6,20,4798
1,0,6,0,0,3,10,4799
1,0,9,1,0,2,13,4800
2,0,4,2,2,5,15,4802
6,1,6,0,1,7,21,4803
2,0,10,1,0,4,17,4807
3,2,5,0,0,4,14,4808
5,0,11,0,0,7,23,4809
2,0,5,0,0,3,10,4810
5,0,8,2,0,5,20,4812
2,0,9,2,0,7,20,4813
1,0,7,0,0,3,11,4814
1,0,5,1,0,2,9,4819
2,0,11,1,0,6,20,4820
1,0,6,0,0,2,9,4821
0,0,10,0,0,1,11,4823
1,0,7,2,0,1,11,4825
2,1,10,1,0,5,19,4826
5,0,10,1,1,6,23,4828
2,0,12,0,0,1,15,4829
3,0,10,1,0,3,17,4830
5,2,8,3,1,8,27,4831
3,0,10,0,0,4,17,4832
1,0,8,1,0,0,10,4833
4,0,11,0,0,4,19,4834
4,3,7,2,0,5,21,4835
3,2,6,1,1,3,16,4836
1,0,10,3,0,2,16,4840
2,0,10,1,1,6,20,4842
4,0,7,1,1,5,18,4843
4,1,8,2,0,3,18,4844
4,3,5,1,2,4,19,4845
1,0,7,1,0,5,14,4846
0,0,10,0,0,2,12,4847
6,0,12,3,0,5,26,4848
1,0,8,1,0,3,13,4849
1,0,6,0,0,2,9,4850
1,0,11,2,1,7,22,4852
2,0,10,0,0,6,18,4853
1,0,7,0,0,0,8,4854
5,0,6,1,2,6,20,4856
3,3,5,1,3,6,21,4857
3,0,8,2,1,5,19,4858
2,0,8,0,0,2,12,4859
0,0,9,1,0,1,11,4860
3,1,2,1,1,2,10,4864
3,1,12,1,1,6,24,4866
2,2,3,2,1,2,12,4867
2,4,7,2,0,4,19,4868
1,0,5,0,0,1,7,4869
5,2,7,2,1,7,24,4870
4,2,5,2,0,4,17,4872
6,1,6,1,0,7,21,4874
2,0,4,0,0,4,10,4875
3,2,3,1,1,9,19,4876
5,1,8,0,1,8,23,4877
3,2,3,0,0,5,13,4878
3,2,7,0,0,3,15,4879
3,1,2,0,0,3,9,4881
0,0,12,0,0,3,15,4882
1,1,3,0,0,2,7,4883
4,1,7,0,0,6,18,4884
3,1,12,1,1,6,24,4887
2,0,14,1,0,6,23,4888
3,0,9,0,0,3,15,4889
1,0,1,0,0,2,4,4890
3,1,12,1,1,6,24,4891
0,1,3,0,1,0,5,4892
2,1,5,0,1,2,11,4893
4,3,7,1,0,9,24,4894
1,1,3,1,0,2,8,4895
7,3,5,0,0,5,20,4896
1,1,9,0,1,1,13,4897
2,0,11,4,1,2,20,4898
3,1,12,1,1,6,24,4899
3,2,2,2,0,5,14,4900
1,0,1,0,0,2,4,4901
3,1,12,1,1,6,24,4903
3,3,4,0,1,2,13,4905
1,1,2,1,0,0,5,4906
1,0,2,1,0,1,5,4908
1,2,3,1,0,4,11,4909
4,1,6,1,1,7,20,4910
3,2,5,0,0,3,13,4911
4,2,7,1,2,7,23,4912
3,1,10,2,1,5,22,4913
3,0,10,1,0,5,19,4914
2,2,1,0,1,0,6,4915
1,2,9,1,0,5,18,4917
0,0,7,0,0,3,10,4918
2,0,10,1,0,8,21,4919
10,3,4,1,1,10,29,4920
0,0,7,0,0,3,10,4922
1,1,3,3,1,1,10,4923
2,0,7,2,0,7,18,4924
2,0,7,0,1,4,14,4926
6,4,7,1,0,9,27,4929
4,0,6,1,1,9,21,4931
5,3,4,1,3,6,22,4934
0,0,7,0,0,3,10,4935
2,1,3,1,0,1,8,4936
1,0,4,1,0,0,6,4938
1,1,4,1,1,0,8,4940
3,2,5,0,2,4,16,4943
4,2,3,0,2,3,14,4944
4,0,9,2,2,7,24,4945
4,0,7,3,2,7,23,4946
2,1,1,1,0,0,5,4948
4,1,9,1,0,9,24,4951
4,0,6,1,1,9,21,4952
7,2,4,1,3,4,21,4953
1,0,3,0,1,3,8,4954
1,0,8,1,0,1,11,4955
4,0,8,1,0,3,16,4957
8,2,7,2,1,4,24,4958
3,1,8,4,0,8,24,4959
0,0,15,0,0,2,17,4961
2,0,10,0,0,3,15,4962
1,1,11,0,0,5,18,4964
2,0,7,0,0,2,11,4966
2,0,9,1,0,6,18,4967
0,0,5,2,0,5,12,4968
1,1,8,1,0,4,15,4969
0,0,8,3,0,1,12,4970
2,0,4,2,2,4,14,4971
4,0,20,1,0,8,33,4972
0,0,14,0,0,0,14,4973
1,0,10,0,0,4,15,4974
1,0,12,2,0,2,17,4975
0,0,9,1,0,5,15,4978
2,0,4,2,1,3,12,4979
1,0,12,0,0,2,15,4980
0,1,9,3,0,5,18,4981
4,4,2,0,1,3,14,4982
0,0,9,0,0,8,17,4983
2,0,6,3,3,2,16,4984
1,0,3,1,1,2,8,4985
0,0,15,0,0,2,17,4986
1,0,9,0,0,2,12,4988
1,0,7,3,0,0,11,4989
1,0,6,4,0,1,12,4990
0,0,15,0,0,2,17,4992
0,0,15,0,0,2,17,4993
2,1,14,0,0,5,22,4995
0,0,3,0,0,0,3,4996
0,0,12,0,0,3,15,4997
1,2,4,1,0,2,10,4998
5,0,9,1,0,10,25,5000
1,0,7,0,0,7,15,5001
0,0,15,0,0,2,17,5002
2,1,12,0,0,5,20,5004
2,0,5,1,0,2,10,5005
3,2,9,0,0,5,19,5007
2,0,8,1,0,11,22,5008
4,0,8,0,0,7,19,5010
1,0,11,0,0,2,14,5013
1,1,3,0,0,1,6,5015
0,0,4,1,0,1,6,5016
2,1,12,0,0,3,18,5017
2,0,6,2,0,5,15,5018
2,0,11,1,0,2,16,5019
3,0,8,2,1,7,21,5022
1,0,6,1,0,6,14,5024
1,0,8,2,0,2,13,5025
3,0,12,0,0,3,18,5027
3,1,10,2,1,3,20,5028
2,1,11,2,0,6,22,5029
0,0,14,0,0,5,19,5032
0,0,11,0,0,1,12,5033
1,0,11,2,0,3,17,5034
1,0,7,0,0,2,10,5035
1,0,5,1,0,6,13,5037
2,0,10,0,0,2,14,5038
2,0,10,0,1,4,17,5039
2,0,7,1,1,3,14,5040
1,0,14,0,0,5,20,5041
1,1,10,1,0,3,16,5043
1,1,10,1,0,3,16,5044
2,1,12,1,0,4,20,5046
2,0,8,1,0,3,14,5047
0,0,6,1,0,1,8,5049
3,1,14,0,0,1,19,5050
2,0,7,2,1,8,20,5052
1,1,10,1,0,3,16,5055
2,1,11,0,0,3,17,5056
4,1,7,2,0,3,17,5059
7,2,9,0,0,7,25,5060
0,0,11,2,0,3,16,5061
2,0,2,1,1,1,7,5062
0,0,8,0,0,3,11,5063
1,0,14,1,0,2,18,5064
4,2,9,3,2,2,22,5065
5,2,8,2,1,7,25,5067
0,0,5,1,0,2,8,5068
0,0,9,3,0,3,15,5069
1,0,7,1,0,3,12,5071
5,1,11,4,1,2,24,5072
4,1,8,0,0,7,20,5073
4,0,12,0,0,4,20,5074
0,0,8,0,0,3,11,5075
1,0,10,2,1,4,18,5076
5,2,8,1,0,6,22,5078
2,0,4,0,0,3,9,5079
3,2,10,0,0,6,21,5080
1,0,7,1,0,3,12,5082
2,0,6,3,1,5,17,5083
2,0,7,4,0,3,16,5085
1,0,9,1,0,3,14,5087
0,0,11,0,0,3,14,5088
2,0,10,1,0,1,14,5089
3,0,8,3,0,3,17,5092
1,0,8,1,0,4,14,5094
5,0,6,3,0,10,24,5095
1,0,9,0,0,3,13,5096
1,0,2,4,0,3,10,5097
5,3,8,1,0,6,23,5098
0,0,11,3,1,4,19,5099
1,0,4,0,0,5,10,5101
2,0,7,0,0,3,12,5102
0,0,8,0,0,0,8,5103
2,0,6,1,0,1,10,5104
3,1,7,1,0,5,17,5105
3,2,10,1,0,7,23,5106
3,2,9,1,0,5,20,5107
1,1,8,0,0,2,12,5109
0,0,10,1,0,3,14,5110
3,0,8,3,0,8,22,5113
0,0,9,0,0,1,10,5114
3,0,8,0,0,8,19,5115
3,2,2,3,1,1,12,5116
1,0,6,3,0,3,13,5117
3,0,4,1,0,2,10,5119
1,0,3,0,0,2,6,5120
1,1,7,1,0,4,14,5122
2,0,5,2,0,3,12,5124
1,0,7,1,0,2,11,5125
0,0,4,1,1,1,7,5126
3,0,8,3,0,8,22,5127
1,0,5,1,0,4,11,5128
3,0,8,3,0,8,22,5130
2,0,5,2,0,3,12,5131
1,0,8,3,0,2,14,5132
0,0,7,0,0,4,11,5134
2,0,5,3,0,2,12,5135
2,0,9,0,0,2,13,5136
3,0,8,3,0,8,22,5137
1,0,8,2,0,3,14,5138
4,3,7,3,0,2,19,5139
3,0,8,3,0,8,22,5140
2,0,2,2,2,1,9,5141
3,0,4,1,0,2,10,5142
3,0,8,3,0,8,22,5144
3,0,8,3,0,8,22,5145
3,3,3,0,3,8,20,5146
2,0,6,0,0,4,12,5148
1,0,6,0,1,2,10,5149
0,0,1,1,0,0,2,5150
2,1,10,3,0,5,21,5152
3,0,8,3,0,8,22,5153
3,0,4,1,0,2,10,5154
1,0,3,2,0,4,10,5155
3,0,8,3,0,8,22,5157
3,0,8,3,0,8,22,5159
3,0,4,1,0,2,10,5160
1,0,7,2,1,5,16,5162
3,0,9,2,0,7,21,5164
1,3,7,1,0,6,18,5165
0,0,6,2,0,4,12,5166
4,4,7,1,2,6,24,5168
3,0,7,2,1,4,17,5169
4,1,6,2,0,5,18,5170
3,0,9,1,0,11,24,5171
2,0,8,3,0,12,25,5172
2,0,7,2,0,1,12,5174
1,0,4,3,0,0,8,5175
3,1,10,0,0,3,17,5176
1,0,12,2,0,4,19,5177
0,0,6,0,0,1,7,5178
1,0,3,1,0,0,5,5179
3,1,11,0,0,6,21,5180
3,0,7,2,0,1,13,5181
4,2,7,1,1,7,22,5182
1,0,2,3,1,1,8,5183
2,0,3,0,0,3,8,5184
3,1,7,2,0,4,17,5185
2,2,5,0,0,2,11,5186
3,0,3,0,0,1,7,5187
0,0,6,1,0,2,9,5188
2,1,5,3,0,4,15,5189
2,0,7,1,0,9,19,5190
2,0,8,2,0,4,16,5191
2,0,2,2,0,5,11,5192
2,1,13,2,0,1,19,5193
4,2,7,0,2,5,20,5194
2,1,2,1,0,1,7,5195
3,0,5,3,0,7,18,5196
3,1,7,5,2,5,23,5197
3,0,4,2,0,0,9,5198
2,1,11,1,0,2,17,5199
1,0,5,2,0,3,11,5200
3,0,7,2,0,3,15,5201
2,0,5,3,0,5,15,5202
3,0,8,1,0,6,18,5203
3,1,4,0,1,7,16,5204
3,0,10,3,0,6,22,5206
3,0,9,1,0,3,16,5207
4,0,9,3,0,4,20,5208
2,0,10,2,0,7,21,5209
1,0,6,2,0,5,14,5210
0,0,10,2,0,2,14,5211
3,1,1,1,3,0,9,5212
0,1,3,0,0,0,4,5213
4,2,9,2,0,5,22,5218
2,1,13,2,0,3,21,5219
1,0,6,1,0,1,9,5220
0,0,1,0,0,0,1,5221
1,0,7,0,1,2,11,5222
3,0,4,0,1,5,13,5223
0,0,1,0,0,0,1,5224
1,0,7,2,1,2,13,5226
4,2,6,2,1,6,21,5227
2,0,6,1,0,2,11,5228
0,0,2,0,0,0,2,5229
2,0,5,0,0,2,9,5230
2,0,7,2,0,2,13,5231
3,1,2,0,0,6,12,5232
2,1,2,0,0,2,7,5233
0,0,10,0,0,1,11,5234
0,0,2,0,1,1,4,5235
0,0,1,1,0,0,2,5236
0,0,13,5,0,8,26,5238
0,0,2,1,0,0,3,5242
1,0,8,1,0,0,10,5243
3,1,3,1,0,5,13,5244
0,0,1,1,0,0,2,5245
2,0,6,1,0,2,11,5247
0,0,2,0,0,0,2,5248
0,0,3,3,3,2,11,5249
2,1,13,2,0,3,21,5251
2,0,7,2,1,7,19,5252
0,0,3,2,4,2,11,5254
1,1,12,1,0,3,18,5255
2,1,13,2,0,5,23,5256
2,0,8,2,0,6,18,5257
0,0,1,0,0,0,1,5259
2,2,7,1,0,5,17,5260
0,0,5,0,0,1,6,5262
2,1,3,1,1,4,12,5263
3,2,9,2,0,4,20,5264
0,2,6,2,1,3,14,5265
7,5,6,2,0,9,29,5266
3,3,2,1,0,2,11,5267
5,4,2,0,1,4,16,5269
5,0,5,2,1,7,20,5270
2,1,7,1,1,4,16,5271
0,0,6,0,0,0,6,5272
6,2,6,3,2,7,26,5273
2,2,11,0,0,2,17,5274
5,5,6,1,1,6,24,5276
2,0,4,1,1,3,11,5278
0,0,3,0,0,0,3,5280
3,2,7,2,0,5,19,5281
3,1,8,3,0,9,24,5282
3,2,7,1,1,7,21,5283
4,3,9,1,0,7,24,5284
0,1,2,1,0,0,4,5285
2,0,7,1,0,2,12,5286
3,0,5,1,0,3,12,5287
3,2,4,1,0,7,17,5290
2,1,2,1,0,1,7,5291
2,1,3,0,0,2,8,5292
5,2,10,1,0,4,22,5293
3,2,4,0,2,4,15,5295
2,2,7,1,0,6,18,5296
3,4,2,2,1,3,15,5297
4,0,10,4,0,7,25,5298
2,0,3,0,0,3,8,5299
3,3,7,0,0,6,19,5300
2,0,4,0,0,7,13,5301
1,1,1,1,1,2,7,5302
2,0,8,1,0,11,22,5304
3,1,8,3,1,10,26,5305
3,0,7,2,3,3,18,5306
3,1,5,4,1,3,17,5308
1,1,2,0,0,0,4,5309
0,0,8,4,0,5,17,5310
0,0,12,0,0,2,14,5313
1,0,7,1,0,3,12,5315
2,0,11,0,0,8,21,5316
2,0,2,0,1,4,9,5317
7,2,9,0,1,7,26,5319
1,1,4,0,0,1,7,5320
0,0,5,2,0,1,8,5321
1,1,3,0,0,1,6,5322
3,1,4,0,1,2,11,5323
2,0,3,0,1,2,8,5324
2,0,1,2,1,3,9,5325
1,1,1,0,0,0,3,5326
1,0,5,0,0,7,13,5328
0,0,3,0,0,1,4,5330
2,0,14,1,0,7,24,5331
2,2,7,0,0,1,12,5332
4,2,8,3,1,3,21,5335
3,0,3,1,2,2,11,5336
3,0,3,1,2,0,9,5337
0,0,6,0,0,0,6,5338
1,1,2,0,1,2,7,5339
2,2,4,1,1,5,15,5341
2,0,13,1,0,7,23,5342
0,0,3,1,0,2,6,5343
1,0,5,0,0,0,6,5344
6,1,6,1,1,6,21,5345
4,1,6,1,0,4,16,5346
6,4,6,2,1,1,20,5347
3,1,4,0,2,5,15,5349
4,1,3,3,1,3,15,5350
2,1,2,0,0,2,7,5351
2,0,8,1,0,6,17,5352
1,1,5,1,1,4,13,5353
3,2,6,1,0,5,17,5354
0,0,3,0,0,1,4,5355
3,2,2,1,0,4,12,5356
6,1,3,1,0,4,15,5357
3,0,3,2,1,3,12,5359
0,0,16,0,0,3,19,5362
3,4,8,0,0,9,24,5365
1,0,12,0,0,3,16,5366
1,0,5,1,0,1,8,5367
3,0,10,1,0,13,27,5368
5,2,5,0,1,10,23,5371
0,0,15,1,0,3,19,5372
0,0,11,1,1,9,22,5373
2,0,8,1,0,1,12,5375
3,0,13,0,0,2,18,5377
1,1,4,0,1,1,8,5378
0,0,4,2,0,3,9,5379
3,1,8,3,1,11,27,5380
0,0,8,0,0,4,12,5381
3,0,11,1,0,5,20,5382
1,0,2,1,1,4,9,5383
5,6,5,2,3,8,29,5384
1,1,14,3,1,7,27,5385
5,0,11,2,0,9,27,5386
3,0,11,1,0,5,20,5387
1,0,14,3,1,5,24,5389
1,0,13,1,0,2,17,5391
0,0,12,0,0,0,12,5392
0,0,6,0,0,5,11,5396
1,0,5,0,0,0,6,5397
1,0,6,0,0,1,8,5400
2,0,12,1,0,3,18,5403
0,0,5,0,0,3,8,5404
1,0,4,0,0,1,6,5406
1,0,9,1,0,4,15,5407
3,0,8,0,0,1,12,5408
0,0,10,1,0,3,14,5409
0,0,8,0,0,3,11,5410
2,3,4,3,1,2,15,5411
2,2,9,1,2,3,19,5412
0,0,9,0,0,1,10,5413
0,0,13,0,0,4,17,5416
4,0,9,1,1,4,19,5417
3,0,7,5,2,3,20,5418
2,1,11,1,0,3,18,5420
6,4,7,3,0,6,26,5423
1,1,13,0,0,7,22,5425
3,3,7,2,1,7,23,5426
1,1,12,0,1,3,18,5428
2,1,6,1,1,3,14,5430
1,0,7,1,0,2,11,5432
4,1,5,2,3,5,20,5437
2,0,3,4,0,1,10,5439
0,2,6,2,3,7,20,5442
2,0,5,2,0,6,15,5443
1,0,7,0,0,2,10,5444
1,1,9,0,0,4,15,5445
1,0,8,1,0,4,14,5446
2,0,14,1,0,3,20,5448
2,0,6,3,0,3,14,5449
3,0,3,3,0,7,16,5450
1,0,7,2,0,1,11,5452
3,1,8,2,0,5,19,5454
2,0,9,2,0,5,18,5455
4,0,9,1,0,6,20,5458
4,0,8,2,0,6,20,5459
0,0,12,0,0,3,15,5460
0,0,13,1,0,4,18,5461
0,0,22,1,0,1,24,5462
0,0,22,1,0,1,24,5465
2,0,5,1,0,3,11,5466
1,0,3,0,0,1,5,5467
6,1,5,1,1,4,18,5468
4,0,8,0,2,8,22,5469
0,0,4,0,0,0,4,5471
1,1,7,0,0,1,10,5473
2,1,4,1,0,3,11,5475
0,1,5,0,0,2,8,5476
1,0,6,1,0,2,10,5477
4,1,5,2,1,3,16,5479
1,1,6,0,0,3,11,5480
0,0,22,1,0,1,24,5481
5,0,6,2,2,6,21,5482
5,0,8,0,0,6,19,5484
1,0,12,1,0,3,17,5485
5,1,10,3,0,4,23,5486
2,1,1,0,0,2,6,5487
3,1,5,1,0,8,18,5488
6,7,4,2,3,10,32,5489
5,0,9,0,0,6,20,5491
2,1,2,1,0,1,7,5492
6,3,5,2,0,9,25,5493
5,0,8,0,0,6,19,5494
2,3,8,0,1,5,19,5495
4,1,4,0,1,2,12,5496
5,1,5,2,3,2,18,5497
2,1,3,0,0,1,7,5498
4,4,3,1,0,6,18,5499
4,2,5,2,2,4,19,5501
3,1,7,0,2,6,19,5502
5,0,9,0,0,6,20,5503
5,0,8,0,0,6,19,5505
3,2,8,1,0,3,17,5506
1,1,9,1,0,4,16,5507
2,3,3,4,2,5,19,5509
0,0,7,1,0,3,11,5510
1,0,3,1,0,2,7,5514
4,1,5,1,0,6,17,5515
2,0,8,1,1,4,16,5517
1,0,4,0,0,0,5,5518
2,1,2,0,2,0,7,5519
2,0,2,0,2,1,7,5520
1,0,1,0,0,0,2,5521
3,2,7,3,2,6,23,5522
6,0,8,1,1,9,25,5524
2,0,2,1,1,2,8,5525
3,2,13,4,1,6,29,5526
7,4,7,0,1,5,24,5528
5,0,10,2,1,3,21,5529
5,0,6,1,1,3,16,5531
1,0,2,0,0,0,3,5532
2,0,6,1,0,2,11,5534
1,0,2,0,1,1,5,5535
5,0,10,1,0,5,21,5538
4,5,4,2,0,4,19,5539
2,0,3,2,1,2,10,5540
1,0,3,1,0,1,6,5541
7,7,3,1,0,5,23,5544
2,0,9,4,1,3,19,5545
7,3,5,1,0,6,22,5547
4,1,6,1,3,6,21,5548
2,0,14,1,0,2,19,5552
1,0,2,0,0,0,3,5553
2,0,3,0,0,1,6,5554
4,2,6,1,2,9,24,5555
1,0,13,0,0,3,17,5556
0,0,18,0,0,2,20,5557
2,2,4,2,2,5,17,5558
5,4,5,1,4,7,26,5559
0,0,18,0,0,2,20,5560
4,2,4,1,0,5,16,5561
0,0,13,0,0,1,14,5563
0,0,18,0,0,3,21,5564
0,0,18,0,0,3,21,5565
1,0,5,1,0,2,9,5567
2,0,8,0,0,4,14,5569
0,0,18,0,0,3,21,5570
7,5,4,1,2,7,26,5573
2,1,8,3,2,3,19,5575
2,1,5,3,0,3,14,5576
0,0,18,0,0,3,21,5577
0,1,2,0,0,1,4,5578
1,0,17,0,0,4,22,5579
0,0,18,0,0,3,21,5580
2,1,3,0,1,5,12,5581
1,0,19,0,0,4,24,5582
0,0,14,0,0,3,17,5584
0,0,17,0,0,3,20,5586
0,0,13,3,0,5,21,5587
0,0,18,0,0,3,21,5588
1,0,10,2,0,2,15,5589
0,0,14,0,0,3,17,5590
0,0,18,0,0,3,21,5592
0,0,9,0,0,5,14,5593
2,0,13,0,0,3,18,5594
0,0,18,0,0,3,21,5595
0,0,18,0,0,3,21,5598
0,0,18,0,0,3,21,5599
1,0,8,0,0,4,13,5600
6,4,7,0,1,6,24,5602
0,0,18,0,0,3,21,5603
0,0,11,0,1,3,15,5604
3,0,7,1,0,2,13,5605
1,0,12,0,0,10,23,5608
1,0,17,0,0,4,22,5609
3,0,16,1,0,4,24,5611
2,0,3,2,0,3,10,5612
1,0,6,0,0,4,11,5613
3,6,6,2,2,5,24,5614
0,0,11,1,0,4,16,5617
1,0,8,4,0,5,18,5618
4,0,7,2,0,2,15,5619
1,0,1,0,0,0,2,5620
2,0,4,1,0,4,11,5621
1,0,8,0,0,6,15,5622
1,0,7,0,0,6,14,5624
2,0,5,1,0,1,9,5625
1,0,8,3,0,5,17,5626
7,2,5,0,2,10,26,5627
2,0,3,2,0,3,10,5628
0,0,14,0,0,1,15,5629
6,4,5,0,1,6,22,5631
2,1,6,0,0,5,14,5632
1,0,6,2,0,1,10,5633
2,0,4,0,1,3,10,5634
2,0,14,0,0,3,19,5635
1,0,8,1,1,5,16,5638
0,0,4,0,0,3,7,5641
5,2,6,0,2,4,19,5642
1,1,9,1,1,7,20,5644
1,0,8,5,0,3,17,5645
0,0,11,0,0,3,14,5646
0,0,8,1,0,0,9,5647
0,0,17,0,0,1,18,5650
0,0,8,1,0,0,9,5651
2,0,8,1,0,3,14,5652
1,0,11,1,0,5,18,5653
3,3,7,1,1,3,18,5654
1,2,3,1,0,1,8,5655
0,0,9,0,0,2,11,5656
3,0,14,0,0,2,19,5657
4,0,7,2,1,9,23,5658
4,2,12,1,1,3,23,5659
1,0,13,0,0,1,15,5661
7,4,7,1,0,4,23,5662
2,0,11,1,0,4,18,5663
4,0,8,0,0,9,21,5664
4,1,11,2,1,6,25,5665
6,3,5,2,3,7,26,5668
2,2,2,1,1,4,12,5669
1,0,10,3,0,6,20,5670
3,3,8,0,0,5,19,5671
1,0,4,0,0,1,6,5672
4,4,9,1,0,8,26,5673
5,2,7,1,2,5,22,5674
2,0,13,1,0,3,19,5675
4,0,12,1,0,1,18,5676
1,0,12,1,0,8,22,5677
2,0,7,0,0,6,15,5680
3,3,6,0,1,5,18,5683
2,0,9,0,0,3,14,5684
2,2,8,3,0,8,23,5685
0,0,7,0,0,0,7,5686
3,4,4,2,0,4,17,5687
0,0,9,0,0,2,11,5688
2,0,10,3,0,4,19,5689
4,0,8,1,1,5,19,5690
1,0,5,1,1,3,11,5692
4,0,13,1,1,2,21,5693
2,3,6,1,0,6,18,5694
2,0,5,1,1,5,14,5695
4,3,7,1,0,6,21,5698
7,4,7,1,0,4,23,5699
1,0,6,0,0,3,10,5703
2,0,9,0,0,5,16,5704
0,0,2,0,1,0,3,5705
2,0,10,1,0,4,17,5706
5,0,8,1,3,3,20,5707
7,4,7,1,0,4,23,5710
0,0,19,0,0,3,22,5711
3,1,9,1,1,2,17,5712
1,1,7,2,1,8,20,5713
4,2,5,2,0,8,21,5714
1,1,2,2,0,0,6,5715
2,0,5,0,0,3,10,5716
0,0,10,1,0,5,16,5717
2,3,5,0,0,8,18,5719
1,0,2,0,0,3,6,5720
1,1,9,1,0,2,14,5721
1,0,9,2,0,7,19,5722
2,0,9,0,0,0,11,5724
2,0,5,0,0,3,10,5726
7,3,5,2,1,10,28,5727
6,3,14,3,0,11,37,5729
4,2,4,4,1,6,21,5730
4,1,12,0,1,6,24,5732
0,0,6,0,0,3,9,5733
4,2,5,2,0,8,21,5734
1,1,2,1,1,1,7,5736
4,0,9,1,0,4,18,5739
7,0,8,5,0,8,28,5740
4,1,6,2,2,10,25,5741
5,0,7,0,1,3,16,5743
2,0,3,3,0,5,13,5744
2,0,13,1,0,6,22,5745
2,1,5,2,1,3,14,5746
2,2,5,1,0,5,15,5748
3,1,7,3,0,6,20,5751
5,0,6,0,0,4,15,5752
2,0,10,1,0,1,14,5753
3,0,7,1,0,5,16,5754
0,0,7,0,0,1,8,5757
3,1,6,1,0,3,14,5758
4,0,10,1,2,2,19,5759
3,0,7,0,0,4,14,5760
2,0,8,1,0,3,14,5763
4,0,9,0,0,7,20,5764
2,1,8,0,0,4,15,5765
6,1,7,0,1,6,21,5766
2,0,9,1,0,3,15,5769
1,0,3,1,1,3,9,5771
1,0,13,1,0,2,17,5772
2,0,8,1,0,3,14,5775
0,0,5,2,2,2,11,5776
1,0,15,0,0,3,19,5777
3,1,5,1,1,4,15,5778
1,0,13,1,0,4,19,5780
2,0,17,0,0,0,19,5781
4,1,7,4,1,8,25,5783
4,0,12,1,0,1,18,5784
0,0,10,2,0,1,13,5789
0,0,5,0,0,2,7,5790
0,0,11,0,0,1,12,5791
2,2,2,2,0,2,10,5792
1,0,19,0,0,5,25,5793
0,0,6,1,0,4,11,5794
1,0,14,1,0,8,24,5795
0,0,22,0,0,5,27,5797
2,2,6,1,2,6,19,5798
0,0,4,0,0,3,7,5799
0,0,9,1,1,4,15,5800
3,1,5,1,0,4,14,5801
1,0,14,1,0,8,24,5803
2,1,7,0,0,4,14,5804
1,0,11,1,1,4,18,5805
4,0,11,1,0,7,23,5807
0,0,9,1,0,3,13,5808
6,4,6,0,3,5,24,5812
2,0,1,0,0,2,5,5814
3,0,9,0,1,6,19,5815
1,1,2,1,1,0,6,5816
0,0,6,1,0,0,7,5817
2,1,9,1,0,5,18,5818
0,0,3,1,0,1,5,5819
1,0,2,0,1,1,5,5821
3,1,8,1,1,1,15,5822
1,0,7,2,0,1,11,5824
3,0,9,0,1,6,19,5825
2,0,25,0,0,5,32,5826
2,0,10,2,0,5,19,5827
0,0,5,0,0,1,6,5828
2,0,4,1,0,3,10,5829
1,0,1,0,1,1,4,5832
2,0,9,2,2,6,21,5833
0,0,25,0,0,4,29,5834
2,0,3,3,2,2,12,5835
3,2,8,1,1,5,20,5836
0,0,5,0,0,0,5,5837
1,0,10,1,0,5,17,5840
3,2,12,0,1,4,22,5841
2,1,8,0,0,6,17,5842
1,0,7,1,0,4,13,5843
0,0,6,1,0,1,8,5845
2,0,5,2,1,2,12,5847
1,0,5,2,0,1,9,5848
0,0,6,1,0,2,9,5849
0,1,3,1,0,1,6,5850
6,2,3,0,0,6,17,5853
0,0,7,0,0,2,9,5854
1,0,8,0,0,2,11,5855
3,2,6,1,0,2,14,5856
1,0,12,2,2,0,17,5858
1,0,8,0,0,2,11,5861
3,1,8,0,4,8,24,5863
2,0,13,3,0,5,23,5864
0,1,2,1,0,0,4,5867
4,0,7,0,0,3,14,5868
3,2,4,2,1,4,16,5869
0,0,6,1,0,3,10,5870
4,1,0,0,0,0,5,5873
4,2,9,0,0,6,21,5874
1,0,7,1,0,4,13,5875
2,0,11,1,0,5,19,5876
1,0,6,3,0,2,12,5881
4,2,8,0,0,6,20,5882
2,0,10,1,0,3,16,5883
